keys,en,ar
day6_page3_topic2_col1,"When one of the prisoners was asked about that crazy person, he said that he used to do strange things. Once, he tried to tamper with the prison's electrical box, but the police saved the situation.",عندما سُئل أحد السجناء عن ذلك الشخص المجنون، قال إنه كان يقوم بأشياء غريبة. وفي إحدى المرات، حاول العبث بصندوق الكهرباء الخاص بالسجن، لكن الشرطة تمكنت من السيطرة على الموقف.
day6_page3_topic3_title,The Empty House,المنزل الفارغ
day6_page3_topic3_col1,"Residents on Willow Lane have become curious about an empty house that has been untouched for several years. Neighbors say a moving truck arrived there late one evening, but nobody remembers seeing anyone move in. The house has remained quiet ever since, with its curtains always closed and its garden slowly becoming overgrown.",أصبح سكان شارع ويلو يشعرون بالفضول تجاه منزل فارغ لم يُمس منذ عدة سنوات. ويقول الجيران إن شاحنة نقل وصلت إلى هناك في إحدى الأمسيات المتأخرة، لكن لا أحد يتذكر رؤية أي شخص ينتقل إلى المنزل. وظل المنزل هادئًا منذ ذلك الحين، وستائره مغلقة دائمًا، بينما بدأت حديقته تزداد نموًا بالأعشاب ببطء.
day6_page3_topic4_title,A Photograph,صورة فوتوغرافية
day6_page3_topic4_col1,A collection of old photographs was discovered inside a box during renovations at a local house. The owner plans to display some of them for neighbors to identify the people pictured.,اكتُشفت مجموعة من الصور الفوتوغرافية القديمة داخل صندوق أثناء أعمال تجديد في منزل محلي. ويخطط صاحب المنزل لعرض بعضها على الجيران للتعرف على الأشخاص الظاهرين فيها.
day6_page3_topic5_title,Team Wins,الفريق يفوز
day6_page3_topic5_col1,"Ravenford's football team secured a surprising victory yesterday by scoring twice in the final minutes. Hundreds of fans celebrated after the match, and the players thanked them for their support. The team is now preparing next game.",حقق فريق رافنفورد لكرة القدم فوزًا مفاجئًا أمس بعد تسجيل هدفين في الدقائق الأخيرة. واحتفل مئات المشجعين بعد المباراة، وشكرهم اللاعبون على دعمهم. ويستعد الفريق الآن لمباراته القادمة.
day7_page1_topic1_title,Victor Frankenstein,فيكتور فرانكنشتاين
day7_page1_topic1_col1,"The police gathered all the evidence and discovered that the person responsible for the escape was Victor Frank, a man who, according to his neighbors, had been insane his entire life. He would go out all day and return at night. ",جمعت الشرطة كل الأدلة واكتشفت أن الشخص المسؤول عن الهروب هو فيكتور فرانك، وهو رجل، بحسب جيرانه، كان مجنونًا طوال حياته. كان يخرج طوال النهار ويعود ليلاً.
day7_page1_topic1_col2,"It turned out that he had a laboratory on the outskirts of the city where he conducted his mad experiments, the latest of which involved electrically transforming a human into a monster that would serve and defend him.",وتبين أن لديه معملاً على أطراف المدينة يجري فيه تجاربه المجنونة، والتي كان آخرها تحويل الإنسان كهربائياً إلى وحش يخدمه ويدافع عنه.
day7_page1_topic1_col3," a huge number of them. He had also kidnapped the electricity company employees, drugging them in a way that rendered them incapable of thinking but simultaneously gave them strange energy. The police now is searching for him.",عدد كبير منهم. كما قام باختطاف موظفي شركة الكهرباء وتخديرهم بطريقة تجعلهم غير قادرين على التفكير وفي الوقت نفسه يمنحهم طاقة غريبة. والشرطة الآن تبحث عنه.
day7_page1_topic2_title,Victors Crimes,جرائم فيكتور
day7_page1_topic2_col1,"It was discovered that Victor was also responsible for the generator thefts, as his experiment required a huge number of generators. He had also kidnapped the electricity company employees, drugging them in a way that rendered them incapable of thinking while simultaneously giving them strange energy. They left the company with him and helped him in the escape.",تم اكتشاف أن فيكتور كان مسؤولاً أيضاً عن سرقة المولدات، حيث أن تجربته تطلبت عدداً هائلاً من المولدات. كما قام باختطاف موظفي شركة الكهرباء وتخديرهم بطريقة تجعلهم غير قادرين على التفكير وفي نفس الوقت يمنحهم طاقة غريبة. وتركوا الشركة معه وساعدوه في الهروب.
day7_page1_topic3_title,Schools Mini FIFA,مدارس ميني فيفاالهروب
day7_page1_topic3_col1,Willomere won the FIFA Mini Schools Cup after a thrilling final against one of the country’s strongest school teams. Students and supporters celebrated as the team lifted the cup.,فاز ويلومير بكأس FIFA Mini Schools بعد مباراة نهائية مثيرة ضد أحد أقوى الفرق المدرسية في البلاد. احتفل الطلاب والمشجعون برفع الفريق الكأس.
day7_page1_topic4_title,The Road,الطريق
day7_page1_topic4_col1,"Ravenford's main road reopened this morning after a week of repairs. Traffic is back to normal, and officials say the improvements will last for years.",أعيد فتح طريق رافينفورد الرئيسي هذا الصباح بعد أسبوع من الإصلاحات. عادت حركة المرور إلى طبيعتها، ويقول المسؤولون إن التحسينات ستستمر لسنوات.
day7_page1_topic5_title,He Still OUT,لا يزال طليقًا
day7_page1_topic5_col1,"But he hadn't killed anyone... not yet. Police have intensified their search for Frank; all citizens should be cautious. If you see him, call 111.",لكنه لم يقتل أحداً... ليس بعد. كثفت الشرطة بحثها عن فرانك. على جميع المواطنين أخذ الحيطة والحذر. إذا رأيته اتصل بالرقم 111.
day7_page1_topic6_title,The Escape,الهروب
day7_page1_topic6_col1,"Frank smuggled some prisoners with him to deflect suspicion. He used his tricks and inventions to drug the police officers, allowing him to escape without a trace or a sound. He used the same method for stealing the generators and for the kidnapping. The two men who smelled a pleasant scent were unaware that it was coming from his laboratory. He drugged them, so they forgot what they had seen there.",قام فرانك بتهريب بعض السجناء معه لإبعاد الشكوك. استخدم حيله واختراعاته لتخدير رجال الشرطة، مما سمح له بالهروب دون أثر أو صوت. لقد استخدم نفس الأسلوب في سرقة المولدات وفي عملية الاختطاف. الرجلان اللذان اشتما رائحة طيبة لم يعلما أنها قادمة من مختبره. لقد خدرهم فنسوا ما رأوه هناك.
continue,Continue,استمرار
newgame,New Game,لعبة جديدة
settings,Settings,الإعدادات
leaderboard,Leaderboards,لوحات الصدارة
achievements,Achievements,الإنجازات
quit,Quit,خروج
language,Language: ,:اللغة
rank,Rank,المركز
player,Player,اللاعب
sabotages_fixed,Sabotages Fixed, التخربيات المصلوحة
account,Account,الحساب
acc_name,Name...,...الاسم
save_name,Save Name,حفظ الاسم
acc_mail,Email...,...البريد
acc_pass,Password...,...كلمة السر
signup,Sign Up,إنشاء
login,Log In,دخول
resume,Resume,استئناف
restart,Restart,إعادة
brief,Brief,الموجز
confirm,Confirm,تأكيد
cancel,Cancel,إلغاء
d3c1s1,Hello.,أهلاً.
d3c1s2,I didn't mean to scare you.,لم أقصد إخافتك.
d3c1s3,Would you mind if I stayed here?,هل تمانع إذا بقيت هنا؟
d3c1s4,No problem.,لا مشكلة.
d3c1s5,"Thank you, I'll watch the cameras for you, and you handle the radio",شكراً لك، سأراقب الكاميرات نيابةً عنك، وأنت ستتولى أمر الراديو.
d3c1s7
day4msg1,Hello %s.,أهلًا يا %s.
day4msg2,Tomorrow is the red moon night .. stay alert.,غدًا ليلة القمر الحمراء .. توخَ الحذر.
day4c2,Do you need help today?,هل تحتاج مساعدة اليوم؟
day4c3,I'll watch cameras .. you radio.,سأراقب الكاميرات وأنت الراديو.
day5msg1,Hello %s.,أهلًأ يا %s.
day5msg2,We're on the Red Moon Night.,نحن في ليلة القمر الحمراء.
day5msg3,Open light switch if you need it.,افتح الضوء إذا احتجته.
day6msg2,"The generator has broken down, but you won't be able to fix it on your own.",لقد تعطل المولد لكن لن تستطيع إصلاحه بمفردك.
day6msg3,A company worker will come today to fix it.,سيأتي عامل الشركة اليوم لإصلاحه.
day6msg4,Be prepared for it.,كن في انتظاره.
techfirst1,"Hello %s, I am an employee of the electricity company.",أهلًا يا %s، أنا عامل شركة الكهرباء.
techfirst2,"I'll go in and fix it, okay?",سأدخل لإصلاحه، حسنًأ؟
techsecond1,"Hello %s, I learned that someone impersonated me and came to deceive you.",أهلًا يا %s، علمت أن شخصًا انتحل شخصيتي وجاء ليخدعك.
techsecond2,"Thank God he didn't steal it. I'll go in and fix it, okay?",حمدًا لله أنه لم يسرقه. سأدخل لإصلاحه، حسنًا؟
techstolen1,Hello @s. I'm an employee of the electricity company... the original one.,أهلًا يا @s. أنا عامل شركة الكهرباء ... الأصلي.
techstolen2,The person who came before me tricked you and stole the generator.,لقد خدعك الشخص الذي جاء قبلي وسرق المولد.
techstolen3,Didn't you read in the news about the theft of electric generators?,ألم تقرأ في الأخبار عن سرقة المولدات الكهربائية؟
day7msg2,"The red moon night has come again, unusually. Beware of it.",أتت ليلة القمر الحمراء مجددًا على غير العادة. احذر منها.
day7msg3,Theft of electric generators increased during those days.,وازدادت سرقة المولدات الكهربائية تلك الأيام.
day7end2,I found a better worker than you.,وجدت عاملًا أفضل منك.
day7end3,Your work with me is over.,انتهى عملك معي.
day7end4,Farewell!,وداعًا!
xxx,xsaxsa,سشيشس
